0,0,5376,-24.6,-24.1432
4,4,1693,-25.2,-24.1813
7,7,1224,-25.8,-24.948
9,9,879,-23.2,-22.2563
10,10,7402,-20,-18.3464
12,12,1394,-15.4,-15.2681
15,15,6173,-23,-22.7596
19,19,987,-20.8,-19.9565
21,21,1283,-18.4,-18.5606
22,22,1729,-19.4,-17.8315
23,23,5513,-25,-23.9984
26,26,6310,-19.6,-18.2161
27,27,1743,-20.4,-19.1602
28,28,806,-23.2,-21.4204
30,30,1171,-26.2,-23.8407
31,31,5272,-18.4,-17.593
32,32,2942,-19.6,-18.374
33,33,2561,-26.2,-23.8891
37,37,9071,-24.4,-24.0946
40,40,821,-22.2,-24.6439
42,42,9536,-19.8,-18.1537
43,43,2443,-22.6,-21.8775
46,46,2287,-21.6,-20.463
47,47,6878,-19.2,-17.7862
48,48,4177,-21,-20.3335
50,50,1888,-16.2,-15.5381
54,54,2148,-21.8,-20.6459
55,55,1422,-20.4,-18.6723
56,56,6843,-23.8,-22.9598
57,57,649,-20.2,-19.3855
60,60,990,-16.6,-16.767
61,61,8477,-18,-17.3049
62,62,3870,-23,-21.8729
63,63,1441,-23.6,-22.5168
66,66,1342,-21.2,-20.8528
67,67,949,-21.4,-18.2745
71,71,2586,-25,-23.5307
79,79,4457,-24,-22.1267
82,82,8213,-15.4,-15.1266
86,86,6635,-21.2,-19.6854
92,92,3527,-20.6,-19.9024
96,96,5672,-24.6,-23.3282
100,100,948,-17,-15.8137
102,102,5555,-22.4,-21.2754
105,105,4145,-19.2,-18.045
117,117,2334,-18.2,-17.7326
119,119,980,-17.2,-17.2432
120,120,1377,-20.4,-19.0608
123,123,3659,-21,-20.7069
126,126,714,-25,-24.868
128,128,7506,-23.6,-22.4439
130,130,5589,-21.8,-20.3965
140,140,1950,-20.2,-18.7467
141,141,1854,-20.4,-19.5709
145,145,6933,-24.2,-23.3533
146,146,1318,-24.4,-23.9211
149,149,1474,-20.8,-19.778
153,153,1173,-16.8,-16.6539
154,154,825,-19.8,-18.6478
156,156,6162,-23.6,-23.3564
160,160,5091,-18,-17.3141
161,161,928,-25.4,-24.338
162,162,8090,-24.8,-23.9568
165,165,854,-19.4,-18.5967
168,168,1031,-20,-20.3199
170,170,5824,-19,-17.8094
173,173,888,-20.2,-17.9076
174,174,1015,-18.4,-18.0762
175,175,4728,-23.8,-24.0318
178,178,730,-16.2,-16.0293
179,179,7995,-24.8,-24.5158
180,180,887,-25.4,-23.7136
184,184,552,-23.8,-22.5058
185,185,1176,-21.4,-21.9353
186,186,3593,-18.8,-17.6247
187,187,1055,-19.4,-17.9264
189,189,7285,-18.2,-17.2932
192,192,9159,-23,-21.7659
196,196,4574,-20.6,-19.6366
198,198,5195,-26,-24.9408
20000,200,5375,-21.4,-20.5918
20006,206,2169,-22.2,-20.7235
20007,207,1248,-18.2,-15.9563
20008,208,6758,-18,-17.0189
20009,209,884,-19.8,-20.1629
20012,212,1396,-25,-24.6947
20013,213,684,-15.6,-15.445
20015,215,6172,-18.8,-17.6541
20019,219,993,-18,-17.0532
20022,222,1709,-25.4,-22.9853
20023,223,5514,-24.8,-24.3429
20026,226,6311,-21.4,-21.0926
20027,227,1740,-20.6,-19.6111
20028,228,813,-21.6,-21.3351
20030,230,1181,-15.6,-15.4674
20031,231,5263,-21.8,-20.7736
20032,232,2939,-18.6,-17.5994
20033,233,2571,-19.8,-18.6777
20036,236,1702,-20.6,-19.3463
20037,237,9072,-19.2,-18.093
20039,239,4482,-21.4,-21.0441
20042,242,9538,-23.8,-22.8032
20043,243,2444,-19.4,-18.649
20046,246,2285,-17.8,-16.7568
20047,247,6873,-16.2,-15.9367
20048,248,4182,-21.4,-20.9045
20054,254,2146,-22.6,-21.4218
20056,256,6844,-23.6,-22.7501
20059,259,1984,-20,-18.6587
20060,260,1013,-15.2,-15.4012
20061,261,8481,-21.4,-20.3389
20062,262,3864,-21.4,-19.9445
20064,264,3342,-24.6,-23.3722
20067,267,953,-26.6,-24.3805
20068,268,722,-20.6,-18.8599
20069,269,676,-23.6,-22.7312
20070,270,1044,-19.6,-18.2927
20071,271,2589,-15.2,-15.3155
20078,278,948,-20,-19.2062
20079,279,4454,-17.8,-16.6719
20080,280,7527,-22.2,-21.4736
20086,286,6638,-15.6,-15.6126
20087,287,3050,-22.4,-21.9607
20088,288,5114,-16.4,-15.918
20092,292,3514,-21.6,-19.8891
20094,294,2254,-24.6,-23.4224
20096,296,5682,-20,-18.7393
20100,300,940,-16.8,-17.1429
20102,302,5558,-20.8,-19.5428
20106,306,991,-20.4,-18.4201
20108,308,6528,-17.2,-16.6428
20112,312,603,-21.8,-19.2424
20115,315,775,-20.2,-20.199
20117,317,2338,-23.6,-23.5091
20119,319,965,-21.4,-19.2994
20122,322,6453,-21.4,-20.478
20126,326,724,-18.8,-17.4436
20130,330,5586,-23.2,-22.2959
20133,333,838,-20.4,-19.3662
20134,334,966,-19.2,-18.2734
20137,337,1684,-23.8,-23.5237
20139,339,2484,-18.6,-17.4785
20140,340,1949,-19.2,-18.6111
20141,341,1854,-26.2,-24.4608
20144,344,1410,-23.4,-21.3283
20145,345,6940,-21,-20.1872
20146,346,1324,-23.2,-22.3921
20148,348,2866,-18,-17.0829
20149,349,1485,-22.8,-21.2588
20151,351,4680,-20,-18.1091
20152,352,4268,-23.2,-22.387
20156,356,6168,-24.4,-23.4487
20158,358,686,-20,-19.9833
20165,365,855,-19.4,-17.57
20166,366,7793,-24,-22.9004
20167,367,7130,-25.4,-24.7788
20168,368,1021,-18.8,-18.5375
20170,370,5831,-22.2,-21.056
20173,373,880,-20.6,-19.8509
20174,374,1008,-19.8,-17.2201
20175,375,4731,-19,-18.2133
20178,378,732,-26.2,-24.9368
20179,379,7996,-18,-17.5359
20181,381,638,-24.6,-24.5657
20182,382,7764,-20,-19.6184
20184,384,536,-19.4,-19.2267
20185,385,1184,-21.6,-21.3934
20186,386,3595,-19.6,-18.5827
20187,387,1068,-22.4,-21.0455
20189,389,7286,-23.6,-22.4751
20191,391,1607,-18.6,-17.6754
20192,392,9160,-20.2,-18.9048
20196,396,4572,-17.6,-16.7079
20198,398,5189,-19.8,-18.6389
20199,399,597,-16,-15.6176
20204,404,1690,-18.6,-17.0847
20206,406,2168,-22.8,-22.6131
20209,409,875,-15.6,-15.2317
20210,410,7396,-21.8,-21.087
20213,413,684,-21.2,-17.9758
20221,421,1293,-20.4,-19.5734
20223,423,5509,-24.4,-23.6375
20226,426,6298,-18.6,-17.562
20228,428,815,-25.6,-24.2143
20230,430,1180,-20.4,-20.4874
20231,431,5268,-24.6,-23.9916
20233,433,2570,-20,-17.9181
20236,436,1688,-18.6,-18.4712
20237,437,9069,-16.4,-16.4487
20240,440,809,-24.2,-23.5008
20242,442,9538,-20.2,-19.3058
20246,446,2275,-20.8,-19.8212
20247,447,6877,-21.8,-21.1738
20248,448,4179,-21.2,-19.6698
20250,450,1879,-20.4,-19.1912
20254,454,2151,-24.6,-23.3003
20255,455,1416,-22,-20.2381
20256,456,6844,-22.2,-21.0749
20260,460,988,-19.8,-18.013
20261,461,8477,-20.8,-19.907
20262,462,3870,-16.6,-16.6509
20263,463,1434,-22.4,-21.5176
20266,466,1350,-19,-16.5251
20267,467,956,-19.6,-18.7478
20269,469,682,-22.6,-21.2135
20270,470,1049,-24.4,-24.3044
