0,0,5376,-24.4,-24.1432
4,4,1693,-25.3995,-24.1813
7,7,1224,-25.3992,-24.948
9,9,879,-24.5993,-22.2563
10,10,7402,-19.8,-18.3464
12,12,1394,-14.8003,-15.2681
15,15,6173,-22.8,-22.7596
19,19,987,-21.7992,-19.9565
21,21,1283,-17.7994,-18.5606
22,22,1729,-21.4,-17.8315
23,23,5513,-24.0002,-23.9984
26,26,6310,-19.8004,-18.2161
27,27,1743,-23.3995,-19.1602
28,28,806,-22.1991,-21.4204
30,30,1171,-26.2002,-23.8407
31,31,5272,-19.3999,-17.593
32,32,2942,-19.4005,-18.374
33,33,2561,-24.3997,-23.8891
37,37,9071,-23.9999,-24.0946
40,40,821,-27.801,-24.6439
42,42,9536,-19.5999,-18.1537
43,43,2443,-22.0006,-21.8775
46,46,2287,-20.6001,-20.463
47,47,6878,-19.4,-17.7862
48,48,4177,-21.1998,-20.3335
50,50,1888,-16.7997,-15.5381
54,54,2148,-21.5999,-20.6459
55,55,1422,-20.4,-18.6723
56,56,6843,-24.7999,-22.9598
57,57,649,-19.5988,-19.3855
60,60,990,-16.3996,-16.767
61,61,8477,-17.8,-17.3049
62,62,3870,-23.5998,-21.8729
63,63,1441,-23.4005,-22.5168
66,66,1342,-18.7998,-20.8528
67,67,949,-21.7995,-18.2745
71,71,2586,-25.5997,-23.5307
79,79,4457,-23.6001,-22.1267
82,82,8213,-15.6,-15.1266
86,86,6635,-21.5999,-19.6854
92,92,3527,-21.0002,-19.9024
96,96,5672,-24.6,-23.3282
100,100,948,-17.7998,-15.8137
102,102,5555,-22.4,-21.2754
105,105,4145,-19.6001,-18.045
117,117,2334,-17.5998,-17.7326
119,119,980,-17.1998,-17.2432
120,120,1377,-19.8005,-19.0608
123,123,3659,-21.2,-20.7069
126,126,714,-26.198,-24.868
128,128,7506,-23.7999,-22.4439
130,130,5589,-22,-20.3965
140,140,1950,-20.8007,-18.7467
141,141,1854,-21.0004,-19.5709
145,145,6933,-24.2,-23.3533
146,146,1318,-27.9997,-23.9211
149,149,1474,-20.5998,-19.778
153,153,1173,-17.6004,-16.6539
154,154,825,-18.4,-18.6478
156,156,6162,-23.5999,-23.3564
160,160,5091,-19.0001,-17.3141
161,161,928,-24.5994,-24.338
162,162,8090,-24.8,-23.9568
165,165,854,-19.2006,-18.5967
168,168,1031,-19.601,-20.3199
170,170,5824,-19.6,-17.8094
173,173,888,-21.1998,-17.9076
174,174,1015,-17.6,-18.0762
175,175,4728,-22.9999,-24.0318
178,178,730,-17.8,-16.0293
179,179,7995,-24.3999,-24.5158
180,180,887,-24.7992,-23.7136
184,184,552,-22.0006,-22.5058
185,185,1176,-22.2006,-21.9353
186,186,3593,-18,-17.6247
187,187,1055,-19,-17.9264
189,189,7285,-17.6,-17.2932
192,192,9159,-21.8003,-21.7659
196,196,4574,-19.9999,-19.6366
198,198,5195,-26.2001,-24.9408
20000,200,5375,-21.4002,-20.5918
20006,206,2169,-21.7994,-20.7235
20007,207,1248,-18.7996,-15.9563
20008,208,6758,-19.2,-17.0189
20009,209,884,-25.5996,-20.1629
20012,212,1396,-25.7987,-24.6947
20013,213,684,-17.3993,-15.445
20015,215,6172,-19.3999,-17.6541
20019,219,993,-18.6,-17.0532
20022,222,1709,-26.9997,-22.9853
20023,223,5514,-24.6,-24.3429
20026,226,6311,-21.6,-21.0926
20027,227,1740,-20.3993,-19.6111
20028,228,813,-21.1997,-21.3351
20030,230,1181,-18.1997,-15.4674
20031,231,5263,-21.7998,-20.7736
20032,232,2939,-17.9993,-17.5994
20033,233,2571,-19.5996,-18.6777
20036,236,1702,-21.8004,-19.3463
20037,237,9072,-19.4002,-18.093
20039,239,4482,-21.6003,-21.0441
20042,242,9538,-23.7998,-22.8032
20043,243,2444,-19.4002,-18.649
20046,246,2285,-17.3999,-16.7568
20047,247,6873,-15.6003,-15.9367
20048,248,4182,-21.7996,-20.9045
20054,254,2146,-22.8004,-21.4218
20056,256,6844,-24,-22.7501
20059,259,1984,-20,-18.6587
20060,260,1013,-15.7994,-15.4012
20061,261,8481,-21.4,-20.3389
20062,262,3864,-20.9996,-19.9445
20064,264,3342,-24.8001,-23.3722
20067,267,953,-27.3984,-24.3805
20068,268,722,-22.4002,-18.8599
20069,269,676,-22.0005,-22.7312
20070,270,1044,-20.1998,-18.2927
20071,271,2589,-15.2009,-15.3155
20078,278,948,-18.3988,-19.2062
20079,279,4454,-17.3997,-16.6719
20080,280,7527,-21.7997,-21.4736
20086,286,6638,-15.3999,-15.6126
20087,287,3050,-22.5997,-21.9607
20088,288,5114,-15.9998,-15.918
20092,292,3514,-21.7995,-19.8891
20094,294,2254,-23.5999,-23.4224
20096,296,5682,-19.9998,-18.7393
20100,300,940,-17.8,-17.1429
20102,302,5558,-21.7998,-19.5428
20106,306,991,-22.3998,-18.4201
20108,308,6528,-17.5998,-16.6428
20112,312,603,-24.3988,-19.2424
20115,315,775,-22.1983,-20.199
20117,317,2338,-25.2002,-23.5091
20119,319,965,-21.2018,-19.2994
20122,322,6453,-21.7998,-20.478
20126,326,724,-16.7979,-17.4436
20130,330,5586,-23.3999,-22.2959
20133,333,838,-21.1989,-19.3662
20134,334,966,-19.8,-18.2734
20137,337,1684,-21.9999,-23.5237
20139,339,2484,-17.9995,-17.4785
20140,340,1949,-19.3995,-18.6111
20141,341,1854,-26,-24.4608
20144,344,1410,-22.8008,-21.3283
20145,345,6940,-20.1999,-20.1872
20146,346,1324,-23.1987,-22.3921
20148,348,2866,-17.6004,-17.0829
20149,349,1485,-23.3995,-21.2588
20151,351,4680,-19.7995,-18.1091
20152,352,4268,-22.5999,-22.387
20156,356,6168,-23.8,-23.4487
20158,358,686,-19.6004,-19.9833
20165,365,855,-19.7993,-17.57
20166,366,7793,-23.8002,-22.9004
20167,367,7130,-25.7999,-24.7788
20168,368,1021,-19.5994,-18.5375
20170,370,5831,-22.1999,-21.056
20173,373,880,-21.1997,-19.8509
20174,374,1008,-19.9996,-17.2201
20175,375,4731,-19.1995,-18.2133
20178,378,732,-26.1986,-24.9368
20179,379,7996,-17.5998,-17.5359
20181,381,638,-27.3988,-24.5657
20182,382,7764,-19.6,-19.6184
20184,384,536,-19.9995,-19.2267
20185,385,1184,-24.3997,-21.3934
20186,386,3595,-19.7997,-18.5827
20187,387,1068,-21.6003,-21.0455
20189,389,7286,-23.4,-22.4751
20191,391,1607,-20.6,-17.6754
20192,392,9160,-19.9998,-18.9048
20196,396,4572,-17.5996,-16.7079
20198,398,5189,-19.8,-18.6389
20199,399,597,-16.2006,-15.6176
20204,404,1690,-18.4,-17.0847
20206,406,2168,-23.3999,-22.6131
20209,409,875,-17.5998,-15.2317
20210,410,7396,-21.7996,-21.087
20213,413,684,-21.4026,-17.9758
20221,421,1293,-21.6,-19.5734
20223,423,5509,-24.4001,-23.6375
20226,426,6298,-19.9999,-17.562
20228,428,815,-25.3997,-24.2143
20230,430,1180,-20.1988,-20.4874
20231,431,5268,-24.4,-23.9916
20233,433,2570,-21.0007,-17.9181
20236,436,1688,-17.9998,-18.4712
20237,437,9069,-15.7998,-16.4487
20240,440,809,-22.8004,-23.5008
20242,442,9538,-19.6003,-19.3058
20246,446,2275,-21.3994,-19.8212
20247,447,6877,-21.9998,-21.1738
20248,448,4179,-21.6001,-19.6698
20250,450,1879,-22.2005,-19.1912
20254,454,2151,-23.9994,-23.3003
20255,455,1416,-22.7994,-20.2381
20256,456,6844,-23.4003,-21.0749
20260,460,988,-19.7997,-18.013
20261,461,8477,-20.3997,-19.907
20262,462,3870,-16.8001,-16.6509
20263,463,1434,-21.6002,-21.5176
20266,466,1350,-18.3995,-16.5251
20267,467,956,-18.9998,-18.7478
20269,469,682,-20.0006,-21.2135
20270,470,1049,-23.7991,-24.3044
20279,479,4460,-20.7997,-19.532
20280,480,7519,-23.1999,-23.7084
20284,484,2938,-24.2,-23.3901
20286,486,6635,-17.5997,-16.4861
20287,487,3064,-23.2001,-21.9059
20292,492,3519,-22.6,-22.2216
20297,497,2103,-21.5998,-18.4285
20299,499,6713,-25.2,-24.7724
20300,500,949,-17.8,-17.3055
20302,502,5566,-15.9999,-15.4702
20303,503,6238,-21.8005,-21.3379
20306,506,1001,-20.9997,-20.326
20312,512,589,-20.1986,-18.4726
20314,514,2769,-23.5996,-22.847
