0,5376,-24.3998,-24.1432
2,2821,-15.3996,-14.1462
4,1693,-25.3999,-24.1813
6,2168,-8.20017,-7.81947
7,1224,-26,-24.948
8,6757,-32.6002,-31.7768
9,879,-22.9999,-22.2563
10,7402,-19.7999,-18.3464
11,7772,-15.5996,-14.3704
12,1394,-15.799,-15.2681
13,695,-26.9993,-25.8044
15,6173,-23.4001,-22.7596
19,987,-21.2003,-19.9565
20,822,-25.8008,-25.7539
21,1283,-17.8001,-18.5606
22,1729,-19.5999,-17.8315
23,5513,-24.6002,-23.9984
26,6310,-19.7997,-18.2161
27,1743,-20.3996,-19.1602
28,806,-23.5999,-21.4204
30,1171,-26.2008,-23.8407
31,5272,-17.9998,-17.593
32,2942,-19.4005,-18.374
33,2561,-26.2001,-23.8891
34,1925,-12.6003,-12.0122
36,1691,-15.3998,-14.2386
37,9071,-24.1998,-24.0946
39,4497,-27.3998,-26.5206
40,821,-22.6,-24.6439
42,9536,-19.6001,-18.1537
43,2443,-22.6,-21.8775
46,2287,-21.7995,-20.463
47,6878,-19.4,-17.7862
48,4177,-21.1999,-20.3335
50,1888,-16.4002,-15.5381
54,2148,-21.8002,-20.6459
55,1422,-19.8003,-18.6723
56,6843,-23.7998,-22.9598
57,649,-20.2002,-19.3855
59,1982,-15.0002,-14.1861
60,990,-16.8005,-16.767
61,8477,-17.8,-17.3049
62,3870,-23.0003,-21.8729
63,1441,-23.4006,-22.5168
64,3340,-30.7997,-30.122
66,1342,-21.4003,-20.8528
67,949,-21.5994,-18.2745
68,711,-23.8,-23.5346
69,675,-20.8,-19.1328
70,1039,-16.1993,-14.2914
71,2586,-25,-23.5307
75,972,-13.4002,-12.4223
77,3353,-27.6001,-26.2931
78,928,-28.6006,-26.9919
79,4457,-23.6003,-22.1267
80,7524,-11.4,-10.8177
82,8213,-15.5998,-15.1266
84,2941,-25.6003,-25.0919
86,6635,-21.5999,-19.6854
87,3072,-8.20003,-7.64207
88,5117,-13.0002,-12.3137
92,3527,-20.3999,-19.9024
94,2252,-27.8002,-26.3164
96,5672,-24.6,-23.3282
97,2113,-15.8,-14.5898
99,6723,-33.7998,-33.2262
100,948,-16.7998,-15.8137
101,544,-20.599,-20.5089
102,5555,-22.3999,-21.2754
103,6239,-28.3997,-27.1638
104,1575,-15.5995,-14.9817
105,4145,-19.5998,-18.045
106,1002,-29.3991,-26.5305
108,6519,-28.8,-27.625
112,594,-17.9991,-16.675
114,2752,-29.5996,-27.9155
115,772,-14.6006,-13.959
117,2334,-18.3993,-17.7326
119,980,-17.1997,-17.2432
120,1377,-20.3995,-19.0608
122,6447,-8.59981,-7.80105
123,3659,-21.3998,-20.7069
126,714,-24.6,-24.868
128,7506,-23.7999,-22.4439
130,5589,-21.6003,-20.3965
131,2044,-11.6,-11.1572
133,846,-15,-13.7104
134,953,-28.5994,-25.9799
136,1310,-16.3993,-14.7112
137,1688,-15.6001,-14.8602
139,2477,-26.5999,-26.2017
140,1950,-20.3998,-18.7467
141,1854,-20.0002,-19.5709
143,955,-5.60039,-5.44952
144,1403,-15.3998,-14.4418
145,6933,-23.8003,-23.3533
146,1318,-24.1998,-23.9211
148,2885,-29.2001,-28.302
149,1474,-21.0001,-19.778
151,4664,-27.4,-26.2533
152,4269,-33.9998,-32.3887
153,1173,-16.6002,-16.6539
154,825,-20.1991,-18.6478
156,6162,-23.6001,-23.3564
158,691,-10.0003,-9.20386
159,2619,-15.8001,-14.7291
160,5091,-17.8,-17.3141
161,928,-25.1997,-24.338
162,8090,-24.4002,-23.9568
163,2504,-28.6004,-27.0978
165,854,-19.5996,-18.5967
166,7797,-27.7999,-26.517
167,7130,-31.2,-30.3925
168,1031,-19.9996,-20.3199
170,5824,-19.2001,-17.8094
173,888,-20.4,-17.9076
174,1015,-18.0002,-18.0762
175,4728,-23.9998,-24.0318
178,730,-16.1997,-16.0293
179,7995,-24.4,-24.5158
180,887,-25.6006,-23.7136
181,643,-14.3998,-13.8034
182,7763,-15.8,-14.7974
184,552,-24.1981,-22.5058
185,1176,-21.4003,-21.9353
186,3593,-19.0001,-17.6247
187,1055,-19.6005,-17.9264
189,7285,-17.8001,-17.2932
191,1605,-13.5999,-13.2919
192,9159,-23.5999,-21.7659
193,990,-28.3989,-26.0641
195,4163,-12.8001,-12.1743
196,4574,-20.3999,-19.6366
198,5195,-26.1996,-24.9408
199,600,-27.7985,-24.725
