0,5376,-23.5998,-24.1432
2,2821,-14.5996,-14.1462
4,1693,-24.5999,-24.1813
6,2168,-7.40017,-7.81947
7,1224,-25.2,-24.948
8,6757,-31.8002,-31.7768
9,879,-22.1999,-22.2563
10,7402,-18.9999,-18.3464
11,7772,-14.7996,-14.3704
12,1394,-14.999,-15.2681
13,695,-26.1993,-25.8044
15,6173,-22.6001,-22.7596
19,987,-20.4003,-19.9565
20,822,-25.0008,-25.7539
21,1283,-17.0001,-18.5606
22,1729,-18.7999,-17.8315
23,5513,-23.8002,-23.9984
26,6310,-18.9997,-18.2161
27,1743,-19.5996,-19.1602
28,806,-22.7999,-21.4204
30,1171,-25.4008,-23.8407
31,5272,-17.1998,-17.593
32,2942,-18.6005,-18.374
33,2561,-25.4001,-23.8891
34,1925,-11.8003,-12.0122
36,1691,-14.5998,-14.2386
37,9071,-23.3998,-24.0946
39,4497,-26.5998,-26.5206
40,821,-21.8,-24.6439
42,9536,-18.8001,-18.1537
43,2443,-21.8,-21.8775
46,2287,-20.9995,-20.463
47,6878,-18.6,-17.7862
48,4177,-20.3999,-20.3335
50,1888,-15.6002,-15.5381
54,2148,-21.0002,-20.6459
55,1422,-19.0003,-18.6723
56,6843,-22.9998,-22.9598
57,649,-19.4002,-19.3855
59,1982,-14.2002,-14.1861
60,990,-16.0005,-16.767
61,8477,-17,-17.3049
62,3870,-22.2003,-21.8729
63,1441,-22.6006,-22.5168
64,3340,-29.9997,-30.122
66,1342,-20.6003,-20.8528
67,949,-20.7994,-18.2745
68,711,-23,-23.5346
69,675,-20,-19.1328
70,1039,-15.3993,-14.2914
71,2586,-24.2,-23.5307
75,972,-12.6002,-12.4223
77,3353,-26.8001,-26.2931
78,928,-27.8006,-26.9919
79,4457,-22.8003,-22.1267
80,7524,-10.6,-10.8177
82,8213,-14.7998,-15.1266
84,2941,-24.8003,-25.0919
86,6635,-20.7999,-19.6854
87,3072,-7.40003,-7.64207
88,5117,-12.2002,-12.3137
92,3527,-19.5999,-19.9024
94,2252,-27.0002,-26.3164
96,5672,-23.8,-23.3282
97,2113,-15,-14.5898
99,6723,-32.9998,-33.2262
100,948,-15.9998,-15.8137
101,544,-19.799,-20.5089
102,5555,-21.5999,-21.2754
103,6239,-27.5997,-27.1638
104,1575,-14.7995,-14.9817
105,4145,-18.7998,-18.045
106,1002,-28.5991,-26.5305
108,6519,-28,-27.625
112,594,-17.1991,-16.675
114,2752,-28.7996,-27.9155
115,772,-13.8006,-13.959
117,2334,-17.5993,-17.7326
119,980,-16.3997,-17.2432
120,1377,-19.5995,-19.0608
122,6447,-7.79981,-7.80105
123,3659,-20.5998,-20.7069
126,714,-23.8,-24.868
128,7506,-22.9999,-22.4439
130,5589,-20.8003,-20.3965
131,2044,-10.8,-11.1572
133,846,-14.2,-13.7104
134,953,-27.7994,-25.9799
136,1310,-15.5993,-14.7112
137,1688,-14.8001,-14.8602
139,2477,-25.7999,-26.2017
140,1950,-19.5998,-18.7467
141,1854,-19.2002,-19.5709
143,955,-4.80039,-5.44952
144,1403,-14.5998,-14.4418
145,6933,-23.0003,-23.3533
146,1318,-23.3998,-23.9211
148,2885,-28.4001,-28.302
149,1474,-20.2001,-19.778
151,4664,-26.6,-26.2533
152,4269,-33.1998,-32.3887
153,1173,-15.8002,-16.6539
154,825,-19.3991,-18.6478
156,6162,-22.8001,-23.3564
158,691,-9.20034,-9.20386
159,2619,-15.0001,-14.7291
160,5091,-17,-17.3141
161,928,-24.3997,-24.338
162,8090,-23.6002,-23.9568
163,2504,-27.8004,-27.0978
165,854,-18.7996,-18.5967
166,7797,-26.9999,-26.517
167,7130,-30.4,-30.3925
168,1031,-19.1996,-20.3199
170,5824,-18.4001,-17.8094
173,888,-19.6,-17.9076
174,1015,-17.2002,-18.0762
175,4728,-23.1998,-24.0318
178,730,-15.3997,-16.0293
179,7995,-23.6,-24.5158
180,887,-24.8006,-23.7136
181,643,-13.5998,-13.8034
182,7763,-15,-14.7974
184,552,-23.3981,-22.5058
185,1176,-20.6003,-21.9353
186,3593,-18.2001,-17.6247
187,1055,-18.8005,-17.9264
189,7285,-17.0001,-17.2932
191,1605,-12.7999,-13.2919
192,9159,-22.7999,-21.7659
193,990,-27.5989,-26.0641
195,4163,-12.0001,-12.1743
196,4574,-19.5999,-19.6366
198,5195,-25.3996,-24.9408
199,600,-26.9985,-24.725
200,5375,-20.8001,-20.5918
202,2820,-12.4003,-12.3606
204,1698,-26.3996,-25.3847
206,2169,-21.2002,-20.7235
207,1248,-17.0002,-15.9563
208,6758,-17.0002,-17.0189
209,884,-19.1994,-20.1629
210,7394,-25.7999,-25.9635
211,7767,-10.4001,-11.2384
212,1396,-24.7995,-24.6947
213,684,-14.6013,-15.445
215,6172,-18.5996,-17.6541
219,993,-17.1997,-17.0532
220,841,-30.6,-29.8383
221,1294,-27.0003,-27.1879
222,1709,-25.1999,-22.9853
223,5514,-23.8002,-24.3429
226,6311,-20.8,-21.0926
227,1740,-19.6001,-19.6111
228,813,-20.9997,-21.3351
230,1181,-14.8011,-15.4674
231,5263,-20.9999,-20.7736
232,2939,-17.2,-17.5994
233,2571,-18.8002,-18.6777
234,1935,-12.2001,-11.4312
236,1702,-19.4,-19.3463
237,9072,-18.6001,-18.093
239,4482,-20.8001,-21.0441
240,800,-4.60026,-4.55984
242,9538,-22.9998,-22.8032
243,2444,-18.7993,-18.649
246,2285,-17.1996,-16.7568
247,6873,-15.0001,-15.9367
248,4182,-20.8001,-20.9045
250,1889,-8.60029,-8.29236
254,2146,-21.6001,-21.4218
255,1417,-12.2003,-11.7642
256,6844,-23.1996,-22.7501
257,657,-20.2,-20.6287
259,1984,-19.2001,-18.6587
260,1013,-14.2003,-15.4012
261,8481,-20.8001,-20.3389
262,3864,-20.7999,-19.9445
263,1448,-12.0005,-11.4096
264,3342,-23.6,-23.3722
266,1349,-10.6002,-11.3793
267,953,-26.0001,-24.3805
268,722,-19.4005,-18.8599
269,676,-23.1998,-22.7312
270,1044,-18.7996,-18.2927
271,2589,-14.4001,-15.3155
275,983,-27.3999,-27.4205
277,3356,-34.2004,-32.9218
278,948,-18.6004,-19.2062
279,4454,-16.9998,-16.6719
280,7527,-21.0002,-21.4736
282,8208,-25.6002,-25.275
284,2940,-9.99987,-10.2122
286,6638,-14.8001,-15.6126
287,3050,-21.2002,-21.9607
288,5114,-15.2002,-15.918
292,3514,-20.8003,-19.8891
294,2254,-24.3998,-23.4224
296,5682,-19.0001,-18.7393
297,2108,-14.6,-14.8775
299,6722,-28.7994,-28.6616
300,940,-15.9999,-17.1429
301,559,-27.3994,-25.5949
302,5558,-19.6002,-19.5428
303,6241,-13.1999,-13.8669
304,1565,-28.4004,-27.3923
305,4144,-11.8001,-11.8862
306,991,-19.5995,-18.4201
308,6528,-16.7999,-16.6428
312,603,-20.7998,-19.2424
314,2769,-26.0001,-26.3879
315,775,-19.0002,-20.199
317,2338,-23.0001,-23.5091
319,965,-20.5988,-19.2994
320,1386,-26.3998,-25.2781
322,6453,-20.6002,-20.478
323,3660,-14.2001,-14.0566
326,724,-18.4,-17.4436
328,7504,-32.5999,-32.9914
330,5586,-22.6001,-22.2959
331,2038,-14.3995,-14.6833
333,838,-18.9996,-19.3662
334,966,-18.5992,-18.2734
336,1301,-13.9998,-13.3915
337,1684,-22.9995,-23.5237
339,2484,-17.7999,-17.4785
340,1949,-18.5999,-18.6111
341,1854,-25.4001,-24.4608
343,973,-25.2,-26.0474
344,1410,-22.8003,-21.3283
345,6940,-20.4001,-20.1872
346,1324,-22.3996,-22.3921
348,2866,-16.8007,-17.0829
349,1485,-21.8003,-21.2588
351,4680,-18.9999,-18.1091
352,4268,-22.7996,-22.387
353,1175,-12.3996,-12.2313
354,808,-9.6002,-10.2477
356,6168,-23.3998,-23.4487
358,686,-19.0002,-19.9833
359,2617,-30.3992,-29.6671
360,5094,-26.9999,-27.5254
361,923,-12.0001,-12.2787
362,8089,-27.4,-27.0592
363,2502,-26.9998,-26.8437
